Tipo,Rubro,Subregion,Año,Municipio,Área Total,Área Producción,Volumen Producción
Permanentes,Limón Tahití,Suroeste,2020,Montebello,8.00,7.00,28.00
Permanentes,Limón Tahití,Urabá,2020,Mutatá,20.00,4.50,38.25
Permanentes,Limón Tahití,Urabá,2020,Necoclí,27.00,23.00,414.00
Permanentes,Limón Tahití,Occidente,2020,Olaya,19.00,8.00,44.00
Permanentes,Limón Tahití,Suroeste,2020,Pueblorrico,7.70,7.70,138.60
Permanentes,Limón Tahití,Magdalena Medio,2020,Puerto Triunfo,10.00,2.00,2.40
Permanentes,Limón Tahití,Suroeste,2020,Salgar,95.00,45.00,540.00
Permanentes,Limón Tahití,Norte,2020,San Andrés de C.,21.00,20.00,140.00
Permanentes,Limón Tahití,Oriente,2020,San Rafael,14.00,,
Permanentes,Limón Tahití,Occidente,2020,Santa Fe de Antioquia,5.00,2.00,16.00
Permanentes,Limón Tahití,Occidente,2020,Sopetrán,6.50,6.50,52.00
Permanentes,Limón Tahití,Suroeste,2020,Támesis,62.30,35.30,670.70
Permanentes,Limón Tahití,Suroeste,2020,Tarso,99.30,55.80,1506.60
Permanentes,Limón Tahití,Suroeste,2020,Titiribí,23.00,15.50,310.00
Permanentes,Limón Tahití,Urabá,2020,Turbo,217.00,27.00,243.00
Permanentes,Limón Tahití,Occidente,2020,Uramita,433.00,173.00,5536.00
Permanentes,Limón Tahití,Suroeste,2020,Urrao,7.00,4.00,48.00
Permanentes,Limón Tahití,Suroeste,2020,Valparaiso,66.00,33.00,660.00
Permanentes,Limón Tahití,Suroeste,2020,Venecia,308.00,271.00,6233.00
Permanentes,Limón Tahití,Nordeste,2020,Yolombó,150.00,100.00,1500.00
Permanentes,Lulo,Occidente,2020,Abriaquí,28.50,13.50,33.75
Permanentes,Lulo,Nordeste,2020,Amalfi,80.00,80.00,56.00
Permanentes,Lulo,Norte,2020,Angostura,4.00,1.00,6.00
Permanentes,Lulo,Occidente,2020,Anzá,12.00,8.00,144.00
Permanentes,Lulo,Occidente,2020,Buriticá,1.00,1.00,3.00
Permanentes,Lulo,Occidente,2020,Caicedo,22.00,15.00,225.00
Permanentes,Lulo,Occidente,2020,Cañasgordas,1.00,,
Permanentes,Lulo,Norte,2020,Carolina,2.00,2.00,20.00
Permanentes,Lulo,Oriente,2020,Concepción,18.00,16.00,320.00
Permanentes,Lulo,Suroeste,2020,Concordia,28.00,28.00,560.00
Permanentes,Lulo,Occidente,2020,Dabeiba,41.50,40.50,324.00
Permanentes,Lulo,Norte,2020,Don Matías,1.00,1.00,10.00
Permanentes,Lulo,Oriente,2020,El Peñol,91.00,88.00,1584.00
Permanentes,Lulo,Oriente,2020,El Retiro,6.00,,
Permanentes,Lulo,Oriente,2020,El Santuario,11.00,11.00,77.00
Permanentes,Lulo,Occidente,2020,Frontino,66.15,63.00,1243.62
Permanentes,Lulo,Occidente,2020,Giraldo,2.00,2.00,16.00
Permanentes,Lulo,Norte,2020,Guadalupe,4.50,2.50,32.50
Permanentes,Lulo,Suroeste,2020,Jardín,20.00,20.00,600.00
Permanentes,Lulo,Occidente,2020,Liborina,11.50,6.50,48.75
Permanentes,Lulo,Suroeste,2020,Pueblorrico,4.50,4.50,146.25
Permanentes,Lulo,Oriente,2020,Rionegro,3.50,2.50,25.00
Permanentes,Lulo,Occidente,2020,Sabanalarga,5.00,5.00,40.00
Permanentes,Lulo,Suroeste,2020,Salgar,10.00,10.00,220.00
Permanentes,Lulo,Norte,2020,San Andrés de C.,5.00,3.00,30.00
Permanentes,Lulo,Norte,2020,Santa Rosa de Osos,14.50,14.50,232.00
Permanentes,Lulo,Nordeste,2020,Santo Domingo,65.00,65.00,1170.00
Permanentes,Lulo,Oriente,2020,Sonsón,17.00,17.00,306.00
Permanentes,Lulo,Suroeste,2020,Támesis,7.50,6.50,78.00
Permanentes,Lulo,Norte,2020,Toledo,2.00,1.50,15.00
Permanentes,Lulo,Suroeste,2020,Urrao,510.00,280.00,8400.00
Permanentes,Lulo,Norte,2020,Yarumal,22.70,22.70,170.25
Transitorios,Maíz Forrajero,Magdalena Medio,2020,Puerto Berrío,300.00,300.00,8400.00
Transitorios,Maíz Tradicional,Oriente,2020,Abejorral,185.00,175.00,350.00
Transitorios,Maíz Tradicional,Occidente,2020,Abriaquí,35.00,20.00,10.00
Transitorios,Maíz Tradicional,Oriente,2020,Alejandría,45.00,45.00,90.00
Transitorios,Maíz Tradicional,Suroeste,2020,Amagá,26.00,24.50,73.50
Transitorios,Maíz Tradicional,Nordeste,2020,Amalfi,130.00,125.00,137.50
Transitorios,Maíz Tradicional,Suroeste,2020,Andes,140.00,130.00,617.50
Transitorios,Maíz Tradicional,Norte,2020,Angostura,41.00,40.00,120.00
Transitorios,Maíz Tradicional,Nordeste,2020,Anorí,101.00,101.00,60.60
Transitorios,Maíz Tradicional,Occidente,2020,Anzá,170.00,164.00,147.60
Transitorios,Maíz Tradicional,Urabá,2020,Apartadó,1795.00,1734.00,2601.00
Transitorios,Maíz Tradicional,Urabá,2020,Arboletes,1834.00,1650.00,2475.00
Transitorios,Maíz Tradicional,Oriente,2020,Argelia,70.00,70.00,140.00
Transitorios,Maíz Tradicional,Valle de Aburra,2020,Barbosa,57.00,54.00,54.00
Transitorios,Maíz Tradicional,Norte,2020,Belmira,46.00,26.00,40.10
Transitorios,Maíz Tradicional,Suroeste,2020,Betania,46.00,46.00,119.60
Transitorios,Maíz Tradicional,Suroeste,2020,Betulia,23.00,23.00,57.50
Transitorios,Maíz Tradicional,Norte,2020,Briceño,55.00,55.00,49.50
Transitorios,Maíz Tradicional,Occidente,2020,Buriticá,145.00,145.00,145.00
Transitorios,Maíz Tradicional,Bajo Cauca,2020,Cáceres,685.00,675.00,1012.50
Transitorios,Maíz Tradicional,Occidente,2020,Caicedo,57.00,57.00,63.30
Transitorios,Maíz Tradicional,Valle de Aburra,2020,Caldas,4.70,4.70,7.39
Transitorios,Maíz Tradicional,Norte,2020,Campamento,9.00,9.00,10.80
Transitorios,Maíz Tradicional,Occidente,2020,Cañasgordas,233.00,220.00,295.60
Transitorios,Maíz Tradicional,Magdalena Medio,2020,Caracolí,11.00,9.50,8.55
Transitorios,Maíz Tradicional,Suroeste,2020,Caramanta,60.00,60.00,210.00
Transitorios,Maíz Tradicional,Urabá,2020,Carepa,370.00,345.00,345.00
Transitorios,Maíz Tradicional,Bajo Cauca,2020,Caucasia,510.00,510.00,765.00
Transitorios,Maíz Tradicional,Urabá,2020,Chigorodó,220.00,220.00,880.00
Transitorios,Maíz Tradicional,Nordeste,2020,Cisneros,46.00,46.00,46.00
Transitorios,Maíz Tradicional,Oriente,2020,Cocorná,67.00,67.00,67.00
Transitorios,Maíz Tradicional,Suroeste,2020,Concordia,230.00,220.00,1100.00
Transitorios,Maíz Tradicional,Occidente,2020,Dabeiba,974.00,845.00,676.00
Transitorios,Maíz Tradicional,Norte,2020,Don Matías,3.00,3.00,6.60
Transitorios,Maíz Tradicional,Occidente,2020,Ebéjico,76.00,76.00,76.00
Transitorios,Maíz Tradicional,Bajo Cauca,2020,El Bagre,1385.00,1385.00,1800.50
Transitorios,Maíz Tradicional,Oriente,2020,El Retiro,35.00,26.00,26.00
Transitorios,Maíz Tradicional,Norte,2020,Entrerrios,10.00,10.00,22.00
Transitorios,Maíz Tradicional,Suroeste,2020,Fredonia,10.00,10.00,11.00
Transitorios,Maíz Tradicional,Occidente,2020,Frontino,79.00,64.64,67.87
Transitorios,Maíz Tradicional,Occidente,2020,Giraldo,7.50,7.50,8.25
Transitorios,Maíz Tradicional,Valle de Aburra,2020,Girardota,14.00,13.50,22.60
Transitorios,Maíz Tradicional,Norte,2020,Gómez Plata,11.20,4.80,9.60
Transitorios,Maíz Tradicional,Norte,2020,Guadalupe,10.50,10.50,15.75
Transitorios,Maíz Tradicional,Occidente,2020,Heliconia,35.00,32.00,32.00
Transitorios,Maíz Tradicional,Norte,2020,Ituango,340.00,270.00,594.00
Transitorios,Maíz Tradicional,Suroeste,2020,Jardín,20.00,20.00,40.00
Transitorios,Maíz Tradicional,Oriente,2020,La Ceja,7.00,7.00,14.00
Transitorios,Maíz Tradicional,Valle de Aburra,2020,La Estrella,8.00,8.00,20.00
Transitorios,Maíz Tradicional,Occidente,2020,Liborina,30.00,28.00,32.00
Transitorios,Maíz Tradicional,Magdalena Medio,2020,Maceo,57.50,57.50,46.00
Transitorios,Maíz Tradicional,Urabá,2020,Murindó,305.00,280.00,448.00
Transitorios,Maíz Tradicional,Urabá,2020,Mutatá,126.00,126.00,151.00
Transitorios,Maíz Tradicional,Oriente,2020,Nariño,50.00,48.00,96.00
Transitorios,Maíz Tradicional,Bajo Cauca,2020,Nechí,230.00,180.00,720.00
Transitorios,Maíz Tradicional,Urabá,2020,Necoclí,1582.00,1568.00,2352.00
Transitorios,Maíz Tradicional,Occidente,2020,Olaya,15.50,15.50,14.80
Transitorios,Maíz Tradicional,Occidente,2020,Peque,46.00,46.00,32.20
Transitorios,Maíz Tradicional,Suroeste,2020,Pueblorrico,19.00,19.00,32.70
Transitorios,Maíz Tradicional,Magdalena Medio,2020,Puerto Triunfo,108.00,76.00,91.20
Transitorios,Maíz Tradicional,Nordeste,2020,Remedios,1080.00,1040.00,1144.00
Transitorios,Maíz Tradicional,Oriente,2020,Rionegro,74.00,74.00,429.20
Transitorios,Maíz Tradicional,Occidente,2020,Sabanalarga,175.00,165.00,106.50
Transitorios,Maíz Tradicional,Suroeste,2020,Salgar,40.00,38.00,95.00
Transitorios,Maíz Tradicional,Norte,2020,San Andrés de C.,22.00,17.00,17.00
Transitorios,Maíz Tradicional,Oriente,2020,San Carlos,10.00,10.00,5.00
Transitorios,Maíz Tradicional,Oriente,2020,San Francisco,19.00,24.00,24.00
Transitorios,Maíz Tradicional,Oriente,2020,San Luis,40.00,34.00,30.60
Transitorios,Maíz Tradicional,Norte,2020,San Pedro de los M.,136.00,136.00,258.40
Transitorios,Maíz Tradicional,Urabá,2020,San Pedro de Uraba,1325.00,1300.00,1950.00
Transitorios,Maíz Tradicional,Nordeste,2020,San Roque,75.00,75.00,75.00
Transitorios,Maíz Tradicional,Suroeste,2020,Santa Bárbara,18.00,17.00,34.00
Transitorios,Maíz Tradicional,Occidente,2020,Santa Fe de Antioquia,52.70,50.70,101.40
Transitorios,Maíz Tradicional,Norte,2020,Santa Rosa de Osos,16.50,14.50,26.10
Transitorios,Maíz Tradicional,Nordeste,2020,Segovia,80.00,74.00,88.80
Transitorios,Maíz Tradicional,Suroeste,2020,Támesis,32.00,32.00,44.40
Transitorios,Maíz Tradicional,Bajo Cauca,2020,Tarazá,290.00,270.00,486.00
Transitorios,Maíz Tradicional,Suroeste,2020,Tarso,16.00,16.00,24.00
Transitorios,Maíz Tradicional,Suroeste,2020,Titiribí,21.00,17.50,35.00
Transitorios,Maíz Tradicional,Norte,2020,Toledo,15.00,15.00,19.90
Transitorios,Maíz Tradicional,Urabá,2020,Turbo,4000.00,3960.00,5940.00
Transitorios,Maíz Tradicional,Occidente,2020,Uramita,1480.00,1469.00,5063.00
Transitorios,Maíz Tradicional,Norte,2020,Valdivia,65.00,65.00,162.50
Transitorios,Maíz Tradicional,Suroeste,2020,Valparaiso,6.00,6.00,18.00
Transitorios,Maíz Tradicional,Nordeste,2020,Vegachí,10.00,10.00,14.00
Transitorios,Maíz Tradicional,Suroeste,2020,Venecia,8.00,7.00,10.50
Transitorios,Maíz Tradicional,Urabá,2020,Vigía del Fuerte,195.00,177.00,354.00
Transitorios,Maíz Tradicional,Nordeste,2020,Yalí,17.00,15.00,9.00
Transitorios,Maíz Tradicional,Norte,2020,Yarumal,26.00,26.00,36.20
Transitorios,Maíz Tradicional,Nordeste,2020,Yolombó,60.00,54.00,64.80
Transitorios,Maíz Tradicional,Magdalena Medio,2020,Yondó,1300.00,1180.00,1630.00
Transitorios,Maíz Tradicional,Bajo Cauca,2020,Zaragoza,130.00,124.00,180.00
Permanentes,Mamoncillo,Occidente,2020,Santa Fe de Antioquia,2.50,2.50,8.75
Permanentes,Mamoncillo,Occidente,2020,Sopetrán,30.00,30.00,144.00
Permanentes,Mandarina,Suroeste,2020,Betania,1.00,,
Permanentes,Mandarina Clementina,Suroeste,2020,Támesis,57.00,57.00,1995.00
Permanentes,Mandarina Clementina,Suroeste,2020,Valparaiso,2.00,2.00,120.00
Permanentes,Mandarina Oneco,Suroeste,2020,Angelópolis,18.60,17.10,76.95
Permanentes,Mandarina Oneco,Occidente,2020,Armenia,5.00,5.00,32.50
Permanentes,Mandarina Oneco,Suroeste,2020,Betulia,43.00,43.00,774.00
Permanentes,Mandarina Oneco,Oriente,2020,Cocorná,16.00,15.00,180.00
Permanentes,Mandarina Oneco,Suroeste,2020,Concordia,17.00,17.00,221.00
Permanentes,Mandarina Oneco,Suroeste,2020,Fredonia,97.00,97.00,1940.00
Permanentes,Mandarina Oneco,Occidente,2020,Heliconia,1.30,,
Permanentes,Mandarina Oneco,Suroeste,2020,Hispania,3.00,,
Permanentes,Mandarina Oneco,Occidente,2020,Liborina,2.00,2.00,12.00
Permanentes,Mandarina Oneco,Valle de Aburra,2020,Medellín,14.50,14.50,87.00
Permanentes,Mandarina Oneco,Suroeste,2020,Montebello,9.00,9.00,108.00
Permanentes,Mandarina Oneco,Suroeste,2020,Salgar,8.50,8.50,272.00
Permanentes,Mandarina Oneco,Nordeste,2020,Santo Domingo,86.00,86.00,2580.00
Permanentes,Mandarina Oneco,Suroeste,2020,Támesis,109.40,81.40,2849.00
Permanentes,Mandarina Oneco,Suroeste,2020,Tarso,37.50,37.50,1125.00
Permanentes,Mandarina Oneco,Suroeste,2020,Titiribí,23.50,15.00,300.00
Permanentes,Mandarina Oneco,Occidente,2020,Uramita,8.00,8.00,56.00
Permanentes,Mandarina Oneco,Suroeste,2020,Valparaiso,241.00,227.00,13620.00
Permanentes,Mandarina Oneco,Suroeste,2020,Venecia,222.00,175.00,3150.00
Permanentes,Mandarina Oneco,Nordeste,2020,Yolombó,10.00,4.00,60.00
Permanentes,Mango,Oriente,2020,Abejorral,20.00,20.00,120.00
Permanentes,Mango,Suroeste,2020,Montebello,33.00,33.00,49.50
Permanentes,Mango,Suroeste,2020,Santa Bárbara,970.00,970.00,5820.00
Permanentes,Mango,Occidente,2020,Sopetrán,152.00,152.00,729.60
Permanentes,Mango,Urabá,2020,Turbo,216.50,216.50,173.20
Permanentes,Mango Injerto,Occidente,2020,Anzá,862.30,370.30,5739.65
Permanentes,Mango Injerto,Suroeste,2020,Betulia,610.00,610.00,7320.00
Permanentes,Mango Injerto,Occidente,2020,Caicedo,20.50,12.50,112.50
Permanentes,Mango Injerto,Valle de Aburra,2020,Medellín,7.00,7.00,42.00
Permanentes,Mango Injerto,Occidente,2020,Olaya,18.50,14.00,196.00
Permanentes,Mango Injerto,Occidente,2020,Santa Fe de Antioquia,3.00,3.00,16.50
Permanentes,Mango Injerto,Occidente,2020,Sopetrán,62.00,61.00,427.00
Permanentes,Mango Injerto,Suroeste,2020,Titiribí,2.50,2.50,55.00
Permanentes,Mango Injerto,Occidente,2020,Uramita,5.00,5.00,40.00
Permanentes,Maracuyá,Suroeste,2020,Amagá,1.00,1.00,15.00
Permanentes,Maracuyá,Occidente,2020,Anzá,7.00,5.00,40.00
Permanentes,Maracuyá,Urabá,2020,Apartadó,18.00,18.00,252.00
Permanentes,Maracuyá,Urabá,2020,Arboletes,44.00,44.00,352.00
Permanentes,Maracuyá,Occidente,2020,Armenia,4.50,4.00,28.00
Permanentes,Maracuyá,Suroeste,2020,Betania,21.00,21.00,420.00
Permanentes,Maracuyá,Norte,2020,Briceño,5.00,2.00,12.00
Permanentes,Maracuyá,Occidente,2020,Caicedo,3.20,3.20,19.20
Permanentes,Maracuyá,Urabá,2020,Carepa,120.00,55.00,935.00
Permanentes,Maracuyá,Urabá,2020,Chigorodó,927.00,687.00,13053.00
Permanentes,Maracuyá,Suroeste,2020,Concordia,10.00,10.00,100.00
Permanentes,Maracuyá,Occidente,2020,Dabeiba,359.30,357.30,7860.60
Permanentes,Maracuyá,Occidente,2020,Ebéjico,30.00,30.00,180.00
Permanentes,Maracuyá,Occidente,2020,Frontino,44.10,40.00,504.00
Permanentes,Maracuyá,Occidente,2020,Heliconia,4.30,1.00,8.00
Permanentes,Maracuyá,Norte,2020,Ituango,52.00,50.00,600.00
Permanentes,Maracuyá,Occidente,2020,Liborina,6.00,6.00,39.00
Permanentes,Maracuyá,Oriente,2020,Nariño,16.00,11.00,99.00
Permanentes,Maracuyá,Urabá,2020,Necoclí,807.00,632.00,15168.00
Permanentes,Maracuyá,Occidente,2020,Olaya,2.00,2.00,14.00
Permanentes,Maracuyá,Occidente,2020,Sabanalarga,1.00,1.00,5.00
Permanentes,Maracuyá,Norte,2020,San Andrés de C.,5.00,5.00,40.00
Permanentes,Maracuyá,Urabá,2020,San Juan de Urabá,20.00,10.00,200.00
Permanentes,Maracuyá,Urabá,2020,San Pedro de Uraba,45.00,24.00,624.00
Permanentes,Maracuyá,Occidente,2020,Santa Fe de Antioquia,2.50,1.00,5.00
Permanentes,Maracuyá,Oriente,2020,Sonsón,2.00,2.00,28.00
Permanentes,Maracuyá,Occidente,2020,Sopetrán,30.00,30.00,360.00
Permanentes,Maracuyá,Urabá,2020,Turbo,67.00,60.00,720.00
Permanentes,Maracuyá,Occidente,2020,Uramita,86.50,86.50,1384.00
Permanentes,Maracuyá,Suroeste,2020,Valparaiso,2.00,2.00,44.00
Permanentes,Maracuyá,Norte,2020,Yarumal,3.50,3.50,20.30
Permanentes,Maracuyá,Nordeste,2020,Yolombó,4.00,2.00,20.00
Permanentes,Mora,Oriente,2020,Abejorral,6.00,6.00,48.00
Permanentes,Mora,Valle de Aburra,2020,Barbosa,50.00,50.00,410.00
Permanentes,Mora,Norte,2020,Belmira,3.00,1.50,7.50
Permanentes,Mora,Occidente,2020,Caicedo,1.20,1.20,1.20
Permanentes,Mora,Norte,2020,Don Matías,3.00,3.00,21.60
Permanentes,Mora,Oriente,2020,El Peñol,220.00,214.00,3210.00
Permanentes,Mora,Oriente,2020,El Retiro,17.50,16.50,123.75
Permanentes,Mora,Oriente,2020,El Santuario,28.00,28.00,420.00
Permanentes,Mora,Norte,2020,Entrerrios,1.00,1.00,8.50
Permanentes,Mora,Valle de Aburra,2020,Envigado,14.50,14.50,217.50
Permanentes,Mora,Occidente,2020,Giraldo,0.50,0.50,2.50
Permanentes,Mora,Valle de Aburra,2020,Girardota,12.00,10.00,65.00
Permanentes,Mora,Oriente,2020,Granada,140.00,126.00,756.00
Permanentes,Mora,Oriente,2020,Guarne,28.00,26.00,364.00
Permanentes,Mora,Suroeste,2020,Jericó,0.50,0.50,6.50
Permanentes,Mora,Oriente,2020,La Ceja,67.20,66.50,631.75
Permanentes,Mora,Oriente,2020,La Unión,75.00,67.00,301.50
Permanentes,Mora,Oriente,2020,Marinilla,57.00,57.00,456.00
Permanentes,Mora,Valle de Aburra,2020,Medellín,136.00,136.00,952.00
Permanentes,Mora,Oriente,2020,Rionegro,9.00,7.00,84.00
Permanentes,Mora,Occidente,2020,San Jerónimo,18.00,18.00,216.00
Permanentes,Mora,Norte,2020,San Pedro de los M.,34.50,33.50,301.50
Permanentes,Mora,Oriente,2020,San Vicente,97.00,97.00,1164.00
Permanentes,Mora,Norte,2020,Santa Rosa de Osos,19.50,19.50,107.25
Permanentes,Mora,Suroeste,2020,Urrao,16.50,16.50,148.50
Permanentes,Mora,Norte,2020,Yarumal,25.90,22.90,274.80
Permanentes,Moringa,Occidente,2020,Santa Fe de Antioquia,13.30,13.30,39.90
Permanentes,Murrapo,Urabá,2020,Apartadó,7.50,7.50,127.50
Permanentes,Murrapo,Suroeste,2020,Betania,5.00,4.00,40.00
Permanentes,Murrapo,Occidente,2020,Cañasgordas,559.50,557.50,3902.50
Permanentes,Murrapo,Occidente,2020,Dabeiba,109.00,104.00,1040.00
Permanentes,Murrapo,Occidente,2020,Uramita,146.00,146.00,584.00
Permanentes,Naranja,Occidente,2020,Armenia,10.00,10.00,60.00
Permanentes,Naranja,Valle de Aburra,2020,Copacabana,21.00,21.00,168.00
Permanentes,Naranja,Occidente,2020,Heliconia,5.50,5.00,60.00
Permanentes,Naranja,Suroeste,2020,Titiribí,24.00,24.00,240.00
Permanentes,Naranja,Norte,2020,Valdivia,20.00,20.00,140.00
Permanentes,Naranja Salustriana,Suroeste,2020,Támesis,177.60,123.60,3955.20
Permanentes,Naranja Salustriana,Suroeste,2020,Valparaiso,227.00,57.00,1140.00
Permanentes,Naranja Tangelo Mineola,Suroeste,2020,Fredonia,21.00,21.00,420.00
Permanentes,Naranja Tangelo Mineola,Suroeste,2020,Támesis,54.00,54.00,972.00
Permanentes,Naranja Tangelo Mineola,Suroeste,2020,Valparaiso,3.00,3.00,60.00
Permanentes,Naranja Tangelo Orlando,Suroeste,2020,Betania,2.00,,
Permanentes,Naranja Tangelo Orlando,Suroeste,2020,Fredonia,50.00,50.00,1000.00
Permanentes,Naranja Tangelo Orlando,Suroeste,2020,Támesis,23.00,23.00,414.00
Permanentes,Naranja Valencia,Occidente,2020,Anzá,11.00,11.00,275.00
Permanentes,Naranja Valencia,Valle de Aburra,2020,Barbosa,15.00,15.00,210.00
Permanentes,Naranja Valencia,Suroeste,2020,Betulia,300.00,300.00,6000.00
Permanentes,Naranja Valencia,Magdalena Medio,2020,Caracolí,6.50,6.50,78.00
Permanentes,Naranja Valencia,Suroeste,2020,Caramanta,15.00,13.00,156.00
Permanentes,Naranja Valencia,Nordeste,2020,Cisneros,10.00,10.00,100.00
Permanentes,Naranja Valencia,Oriente,2020,Cocorná,10.00,10.00,100.00
Permanentes,Naranja Valencia,Suroeste,2020,Concordia,83.00,67.00,670.00
Permanentes,Naranja Valencia,Occidente,2020,Dabeiba,10.50,10.50,84.00
Permanentes,Naranja Valencia,Bajo Cauca,2020,El Bagre,16.50,12.50,75.00
Permanentes,Naranja Valencia,Suroeste,2020,Fredonia,930.00,930.00,35340.00
Permanentes,Naranja Valencia,Occidente,2020,Frontino,8.92,7.10,55.17
Permanentes,Naranja Valencia,Valle de Aburra,2020,Girardota,17.50,17.50,367.50
Permanentes,Naranja Valencia,Suroeste,2020,Hispania,28.50,25.00,387.50
Permanentes,Naranja Valencia,Suroeste,2020,La Pintada,127.50,122.50,3430.00
Permanentes,Naranja Valencia,Valle de Aburra,2020,Medellín,12.50,12.50,87.50
Permanentes,Naranja Valencia,Suroeste,2020,Montebello,6.00,5.00,20.00
Permanentes,Naranja Valencia,Suroeste,2020,Salgar,29.80,26.80,536.00
Permanentes,Naranja Valencia,Occidente,2020,Sopetrán,6.00,6.00,30.00
Permanentes,Naranja Valencia,Suroeste,2020,Támesis,466.00,466.00,6524.00
Permanentes,Naranja Valencia,Suroeste,2020,Tarso,423.10,413.10,11566.80
Permanentes,Naranja Valencia,Suroeste,2020,Titiribí,3.50,3.50,52.50
Permanentes,Naranja Valencia,Occidente,2020,Uramita,18.00,18.00,288.00
Permanentes,Naranja Valencia,Suroeste,2020,Valparaiso,770.00,576.00,23040.00
Permanentes,Naranja Valencia,Suroeste,2020,Venecia,404.00,372.00,8184.00
Permanentes,Naranja Washinton Navel,Suroeste,2020,Támesis,40.20,40.20,1085.40
Permanentes,Naranja Washinton Navel,Suroeste,2020,Valparaiso,22.00,22.00,242.00
Anuales,Ñame,Urabá,2020,Arboletes,253.00,227.70,3187.80
Anuales,Ñame,Bajo Cauca,2020,Cáceres,300.00,280.00,3640.00
Anuales,Ñame,Urabá,2020,Necoclí,438.00,420.00,6552.00
Anuales,Ñame,Urabá,2020,San Juan de Urabá,70.00,70.00,1190.00
Anuales,Ñame,Urabá,2020,San Pedro de Uraba,100.00,50.00,1125.00
Anuales,Ñame,Bajo Cauca,2020,Tarazá,30.00,25.00,100.00
Anuales,Ñame,Urabá,2020,Turbo,70.00,68.00,544.00
Anuales,Ñame,Urabá,2020,Vigía del Fuerte,32.00,30.00,150.00
Anuales,Ñame,Bajo Cauca,2020,Zaragoza,80.00,72.00,1440.00
Permanentes,Palma De Aceite,Urabá,2020,Carepa,140.00,140.00,4340.00
Permanentes,Palma De Aceite,Urabá,2020,Chigorodó,2068.00,1867.00,56010.00
Permanentes,Palma De Aceite,Urabá,2020,Mutatá,1920.00,690.00,7590.00
Permanentes,Palma De Aceite,Oriente,2020,Sonsón,300.00,300.00,1050.00
Permanentes,Palma De Aceite,Urabá,2020,Turbo,120.00,100.00,1400.00
Permanentes,Palma De Aceite,Magdalena Medio,2020,Yondó,827.00,827.00,16540.00
Transitorios,Papa,Oriente,2020,Abejorral,175.00,165.00,1650.00
Transitorios,Papa,Occidente,2020,Abriaquí,2.00,1.30,10.40
Transitorios,Papa,Valle de Aburra,2020,Barbosa,60.00,54.00,432.00
Transitorios,Papa,Valle de Aburra,2020,Bello,506.00,499.00,7749.00
Transitorios,Papa,Norte,2020,Belmira,340.00,320.00,4720.00
Transitorios,Papa,Oriente,2020,Concepción,85.00,85.00,1275.00
Transitorios,Papa,Norte,2020,Don Matías,100.00,100.00,2500.00
Transitorios,Papa,Oriente,2020,El Carmen de Viboral,300.00,275.00,5500.00
Transitorios,Papa,Oriente,2020,El Peñol,56.00,49.00,980.00
Transitorios,Papa,Oriente,2020,El Retiro,100.00,75.00,1125.00
Transitorios,Papa,Oriente,2020,El Santuario,200.00,200.00,3000.00
Transitorios,Papa,Norte,2020,Entrerrios,730.00,450.00,13500.00
Transitorios,Papa,Valle de Aburra,2020,Envigado,13.00,13.00,286.00
Transitorios,Papa,Occidente,2020,Giraldo,4.00,4.00,76.00
Transitorios,Papa,Valle de Aburra,2020,Girardota,12.00,11.00,88.00
Transitorios,Papa,Oriente,2020,Granada,10.00,8.00,120.00
Transitorios,Papa,Oriente,2020,Guarne,20.00,20.00,480.00
Transitorios,Papa,Oriente,2020,La Ceja,15.00,15.00,180.00
Transitorios,Papa,Oriente,2020,La Unión,2625.00,2625.00,81375.00
Transitorios,Papa,Oriente,2020,Marinilla,250.00,223.00,2118.50
Transitorios,Papa,Valle de Aburra,2020,Medellín,65.00,65.00,1040.00
Transitorios,Papa,Oriente,2020,Rionegro,20.00,20.00,240.00
Transitorios,Papa,Norte,2020,San Andrés de C.,40.00,40.00,600.00
Transitorios,Papa,Norte,2020,San Jose de la Montaña,20.00,20.00,500.00
Transitorios,Papa,Norte,2020,San Pedro de los M.,1313.00,1313.00,48581.00
Transitorios,Papa,Oriente,2020,San Vicente,1200.00,1200.00,26400.00
Transitorios,Papa,Norte,2020,Santa Rosa de Osos,1255.00,1235.00,27170.00
Transitorios,Papa,Oriente,2020,Sonsón,110.00,106.00,1696.00
Transitorios,Papa,Suroeste,2020,Urrao,12.00,12.00,480.00
Transitorios,Papa,Norte,2020,Yarumal,120.00,119.00,2681.95
Transitorios,Papa Criolla,Occidente,2020,Abriaquí,3.50,2.20,11.50
Transitorios,Papa Criolla,Norte,2020,Belmira,150.00,100.00,2400.00
Transitorios,Papa Criolla,Norte,2020,Don Matías,1.00,1.00,8.30
Transitorios,Papa Criolla,Oriente,2020,El Carmen de Viboral,570.00,540.00,6480.00
Transitorios,Papa Criolla,Oriente,2020,El Santuario,140.00,140.00,1680.00
Transitorios,Papa Criolla,Valle de Aburra,2020,Girardota,12.00,11.00,55.00
Transitorios,Papa Criolla,Oriente,2020,Granada,1.60,1.10,15.40
Transitorios,Papa Criolla,Oriente,2020,La Unión,100.00,100.00,1500.00
Transitorios,Papa Criolla,Oriente,2020,Marinilla,68.00,62.00,434.00
Transitorios,Papa Criolla,Norte,2020,San Pedro de los M.,100.00,100.00,900.00
Transitorios,Papa Criolla,Norte,2020,Santa Rosa de Osos,100.00,98.00,813.40
